"MonitoringLocationIdentifier","UID","OrganizationIdentifier","OrganizationFormalName","ProviderName","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","IR_FLAG","IR_COMMENT","IR_MLID","IR_MLNAME","ASSESS_ID","AU_NAME","AU_Type","Water_Type","R317Descrp","ss_R317Descrp","BEN_CLASS","MLID_Count","Lat_Count","Long_Count","sites100m_count","LatitudeMeasure","LongitudeMeasure","IR_Lat","IR_Long","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ValidationType"
"UTAHDWQ_WQX-5910273",289,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","London Ditch @ 1200 North Heber","Canal Drainage",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16020203-027_00","Spring Creek-Heber","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",NA,NA,NA,NA,40.521784959,-111.416048069,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5910302",290,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","London Ditch at US 40 Xing","Canal Drainage",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16020203-027_00","Spring Creek-Heber","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",NA,NA,NA,NA,40.536250123,-111.411910282,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5911120",291,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","NORTHWESTWARD FLOW TO PROVO R FROM MARSH N OF RR-E OF PROVOR","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-5911120","NORTHWESTWARD FLOW TO PROVO R FROM MARSH N OF RR-E OF PROVOR","UT16020203-026_00","Heber Valley","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.485792424,-111.461570907,40.485792424,-111.461570907,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5913210",292,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","PROVO RIVER BL DEER CREEK RES","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-5913210","PROVO RIVER BL DEER CREEK RES","UT16020203-003_00","Provo River-3","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.404403644,-111.529083937,40.404403644,-111.529083937,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5913220",293,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","DEER CREEK RES AB DAM 01","Lake",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-5913220","DEER CREEK RES AB DAM 01","UT-L-16020203-001_00","Deer Creek Reservoir","Reservoir/Lake","Lake / Reservoir","Deer Creek Reservoir",NA,"1C,2A,3A,4",1,1,1,0,40.409122702,-111.523522688,40.409122702,-111.523522688,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5913230",294,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","DEER CREEK RES MIDLAKE 02","Lake",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-5913230","DEER CREEK RES MIDLAKE 02","UT-L-16020203-001_00","Deer Creek Reservoir","Reservoir/Lake","Lake / Reservoir","Deer Creek Reservoir",NA,"1C,2A,3A,4",1,1,1,0,40.425237519,-111.503795767,40.425237519,-111.503795767,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5913240",295,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","DEER CREEK RES UPPER END 03","Lake",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-5913240","DEER CREEK RES UPPER END 03","UT-L-16020203-001_00","Deer Creek Reservoir","Reservoir/Lake","Lake / Reservoir","Deer Creek Reservoir",NA,"1C,2A,3A,4",1,1,1,0,40.463289443,-111.483237898,40.463289443,-111.483237898,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5913490",296,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","DEER CREEK RES 010 100 METERS W OF OUTHOUSE","Lake","Duplicate of 5913220","REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-16020203-001_00","Deer Creek Reservoir","Reservoir/Lake","Lake / Reservoir","Deer Creek Reservoir",NA,"1C,2A,3A,4",NA,NA,NA,NA,40.409171105,-111.522780564,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5913520",297,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","DANIELS CREEK AB DEER CREEK RES","River/Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT16020203-011_00","Daniels Creek-1","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,1,40.460788042,-111.471578577,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5913630",298,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","PROVO RIVER AB CNFL/ SNAKE CK AT MCKELLER BRIDGE","River/Stream",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-5913630","PROVO RIVER AB CNFL/ SNAKE CK AT MCKELLER BRIDGE","UT16020203-004_00","Provo River-4","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.484120291,-111.465181689,40.484120291,-111.465181689,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5914010",299,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","JORDANELLE RES AB DAM 01","Lake",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-5914010","JORDANELLE RES AB DAM 01","UT-L-16020203-003_00","Jordanelle Reservoir","Reservoir/Lake","Lake / Reservoir","Jordanelle Reservoir",NA,"1C,2A,3A,4",1,1,1,0,40.600784996,-111.415745575,40.600784996,-111.415745575,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5914030",300,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","JORDANELLE RES NORTH ARM 03","Lake",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-5914030","JORDANELLE RES NORTH ARM 03","UT-L-16020203-003_00","Jordanelle Reservoir","Reservoir/Lake","Lake / Reservoir","Jordanelle Reservoir",NA,"1C,2A,3A,4",1,1,1,0,40.619676358,-111.410743466,40.619676358,-111.410743466,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5914040",301,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","JORDANELLE RES PROVO ARM 04","Lake",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-5914040","JORDANELLE RES PROVO ARM 04","UT-L-16020203-003_00","Jordanelle Reservoir","Reservoir/Lake","Lake / Reservoir","Jordanelle Reservoir",NA,"1C,2A,3A,4",1,1,1,0,40.603008038,-111.385181756,40.603008038,-111.385181756,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5923310",302,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","ROCKPORT RES AB DAM 01","Lake",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-5923310","ROCKPORT RES AB DAM 01","UT-L-16020101-002_00","Rockport Reservoir","Reservoir/Lake","Lake / Reservoir","Rockport Reservoir",NA,"1C,2A,3A,4",1,1,1,0,40.786340268,-111.404645438,40.786340268,-111.404645438,16020101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5923320",303,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","ROCKPORT RES MIDLAKE EMAP and 02","Lake",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-5923320","ROCKPORT RES MIDLAKE EMAP and 02","UT-L-16020101-002_00","Rockport Reservoir","Reservoir/Lake","Lake / Reservoir","Rockport Reservoir",NA,"1C,2A,3A,4",1,1,1,0,40.770785354,-111.396031347,40.770785354,-111.396031347,16020101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5923960",304,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","SMITH AND MOREHOUSE RES AB DAM 01","Lake",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-5923960","SMITH AND MOREHOUSE RES AB DAM 01","UT-L-16020101-005_00","Smith and Morehouse Reservoir","Reservoir/Lake","Lake / Reservoir","Smith Moorehouse Reservoir",NA,"1C,2B,3A,4",1,1,1,0,40.760229517,-111.103796468,40.760229517,-111.103796468,16020101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHDWQ_WQX-5937650",305,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","RED FLEET RES AB DAM 01","Lake",NA,"ACCEPT","Automatically accepted","UTAHDWQ_WQX-5937650","RED FLEET RES AB DAM 01","UT-L-14060010-008_00","Red Fleet Reservoir","Reservoir/Lake","Lake / Reservoir","Red Fleet Reservoir",NA,"1C,2A,3A,4",1,1,1,0,40.575240526,-109.422639853,40.575240526,-109.422639853,14060010,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-370733112324501",306,"UTAHGS","Utah Geological Survey","STORET","(C-42-6)20dbc","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-370733112324501","(C-42-6)20dbc","UT15010003-002_00","Kanab Creek-1","River/Stream","River / Stream","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon",NA,"2B,3C,4",1,1,1,0,37.125926,-112.545907,37.125926,-112.545907,15010003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",5314,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-370820113293501",307,"UTAHGS","Utah Geological Survey","STORET","Bastian Spring","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-370820113293501","Bastian Spring","UT15010008-004_00","Virgin River-2","River/Stream","River / Stream","Virgin River and tributaries from state line to Quail Creek diversion except as listed below",NA,"2B,3B,4",1,1,1,0,37.13998,-113.494901,37.13998,-113.494901,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",2927,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-373419112283201",308,"UTAHGS","Utah Geological Survey","STORET","(C-37-6)24dcc","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-373419112283201","(C-37-6)24dcc","UT16030001-011_00","Asay Creek","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,37.57205,-112.475579,37.57205,-112.475579,16030001,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",7057,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-373808112401501",309,"UTAHGS","Utah Geological Survey","STORET","Mammoth Spring","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-373808112401501","Mammoth Spring","UT16030001-015_00","Mammoth Creek Upper","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,37.635435,-112.670943,37.635435,-112.670943,16030001,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",8117,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-375248109270501",310,"UTAHGS","Utah Geological Survey","STORET","(D-33-22)25acd Taylor spring","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-375248109270501","(D-33-22)25acd Taylor spring","UT14080203-008_00","North Creek-Monticello","River/Stream","River / Stream","North Creek and tributaries, from confluence with Montezuma Creek to headwaters",NA,"1C,2B,3A,4",1,1,1,0,37.8791,-109.451795,37.8791,-109.451795,14080203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",8941,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-380539111205401",311,"UTAHGS","Utah Geological Survey","STORET","Pleasant Creek CG Spring","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-380539111205401","Pleasant Creek CG Spring","UT14070003-011_00","Oak Creek","River/Stream","River / Stream","Fremont River and tributaries, through Capitol Reef National Park to headwaters",NA,"1C,2A,3A,4",1,1,1,0,38.094164,-111.348408,38.094164,-111.348408,14070003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",8839,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-381848113292701",312,"UTAHGS","Utah Geological Survey","STORET","Willow Spring","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,38.31313,-113.49175,NA,NA,16030009,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",6165,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,1,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-382043112402201",313,"UTAHGS","Utah Geological Survey","STORET","Phillips Spring Area","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-382043112402201","Phillips Spring Area","UT16030007-002_00","Beaver River-2","River/Stream","River / Stream","Beaver River and tributaries from Minersville City to headwaters",NA,"2B,3A,4",1,1,1,0,38.345812,-112.671426,38.345812,-112.671426,16030007,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",6050,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,1,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-382238113205301",314,"UTAHGS","Utah Geological Survey","STORET","Antelope Spring","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,38.377222,-113.348058,NA,NA,16030009,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",5568,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,1,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-382627111383601",315,"UTAHGS","Utah Geological Survey","STORET","Loa Fish Hatchery","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-382627111383601","Loa Fish Hatchery","UT14070003-005_00","Fremont River-2","River/Stream","River / Stream","Fremont River and tributaries, through Capitol Reef National Park to headwaters",NA,"1C,2A,3A,4",1,1,1,0,38.441007,-111.643407,38.441007,-111.643407,14070003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",7158,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,55,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-383130111494201",316,"UTAHGS","Utah Geological Survey","STORET","Oak Spring","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-383130111494201","Oak Spring","UT16030002-002_00","Otter Creek-1","River/Stream","River / Stream","Sevier River and tributaries, from Annabella diversion to headwaters",NA,"2B,3A,4",1,1,1,0,38.524929,-111.828392,38.524929,-111.828392,16030002,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",7440,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,41,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-383633111405301",317,"UTAHGS","Utah Geological Survey","STORET","Frying Pan Spring","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-383633111405301","Frying Pan Spring","UT14070003-001_00","Johnson Valley","River/Stream","River / Stream","Fremont River and tributaries, through Capitol Reef National Park to headwaters",NA,"1C,2A,3A,4",1,1,1,0,38.609028,-111.681473,38.609028,-111.681473,14070003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",9129,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,41,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-384113109391001",318,"UTAHGS","Utah Geological Survey","STORET","Courthouse Wash","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-384113109391001","Courthouse Wash","UT14030005-018_00","Courthouse Wash","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,0,38.686821,-109.652576,38.686821,-109.652576,14030005,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",4280,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-391020111421301",319,"UTAHGS","Utah Geological Survey","STORET","Nine Mile Spring","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-391020111421301","Nine Mile Spring","UT16030004-001_00","San Pitch-1","River/Stream","River / Stream","San Pitch River and tributaries, from confluence with Sevier River to Highway U-132 crossing except As listed below:",NA,"2B,3C,3D,4",1,1,1,0,39.172378,-111.703399,39.172378,-111.703399,16030004,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",5437,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,39,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-393105109040801",320,"UTAHGS","Utah Geological Survey","STORET","Fatty Canyon Spring","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT14050007-005_00","Bitter Creek Upper","River/Stream","River / Stream","Bitter Creek and Tributaries from White River to Headwaters",NA,"2B,3A,4",NA,NA,NA,NA,39.518033,-109.068999,NA,NA,14050007,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",7095,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-393759110205501",321,"UTAHGS","Utah Geological Survey","STORET","(D-14-14)9acb","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-393759110205501","(D-14-14)9acb","UT14060007-012_00","Grassy Trail Creek Lower","River/Stream","River / Stream","Price River and tributaries, from confluence with Green River to Carbon Canal Diversion at Price City Golf Course Except as listed below","Price River and tributaries from confluence with Green River to confluence with Soldier Creek","2B,3C,4",1,1,1,0,39.633005,-110.348586,39.633005,-110.348586,14060007,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",8613,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,7,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-394617110175201",322,"UTAHGS","Utah Geological Survey","STORET","(D-12-14)13caa  Prickly Pear","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-394617110175201","(D-12-14)13caa  Prickly Pear","UT14060005-003_00","Ninemile","River/Stream","River / Stream","Nine Mile Creek and tributaries, from confluence with Green River to headwaters",NA,"2B,3A,4",1,1,1,0,39.771273,-110.297885,39.771273,-110.297885,14060005,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",7521,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,7,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-395717111512301",323,"UTAHGS","Utah Geological Survey","STORET","Goshen Warm Spring 1","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All other permanent streams entering Utah Lake",NA,"2B,3B,4",NA,NA,NA,NA,39.954647,-111.856309,NA,NA,16020201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",4563,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-395718112234301",324,"UTAHGS","Utah Geological Survey","STORET","Triangle Ranch Spring #1","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-395718112234301","Triangle Ranch Spring #1","UT16020304-001_00","Vernon Creek","River/Stream","River / Stream","Vernon Creek and tributaries, Tooele County",NA,"2B,3A,4",1,1,1,0,39.95499,-112.39533,39.95499,-112.39533,16020304,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",6680,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-400045110002901",325,"UTAHGS","Utah Geological Survey","STORET","Snyder Spring","Spring",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT14060005-002_00","Pariette Draw Creek","River/Stream","River / Stream","Pariette Draw and tributaries, from confluence with Green River to headwaters",NA,"2B,3B,3D,4",1,1,1,1,40.012579,-110.008056,NA,NA,14060005,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",5297,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-400204112465801",326,"UTAHGS","Utah Geological Survey","STORET","Simpson Springs","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,40.034557,-112.782969,NA,NA,16020306,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",5102,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-400758110385101",327,"UTAHGS","Utah Geological Survey","STORET","Stinky Springs","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT14060004-004_00","Strawberry River-2","River/Stream","River / Stream","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters",NA,"1C,2B,3A,4",NA,NA,NA,NA,40.132712,-110.647448,NA,NA,14060004,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",5884,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-401043111361801",328,"UTAHGS","Utah Geological Survey","STORET","Springville Fish Hatchery","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-401043111361801","Springville Fish Hatchery","UT16020202-042_00","Spring Creek-Springville","River/Stream","River / Stream","Spring Creek and tributaries from 50 feet upstream from the east boundary of the Industrial Parkway Road right-of-way to the headwaters",NA,"2B,3A,4",1,1,1,0,40.178561,-111.60494,40.178561,-111.60494,16020202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",4545,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-402050112330201",329,"UTAHGS","Utah Geological Survey","STORET","Clover Springs","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-402050112330201","Clover Springs","UT16020304-009_00","Clover Creek","River/Stream","River / Stream","Clover Creek and tributaries, Tooele County",NA,"2B,3A,4",1,1,1,0,40.346267,-112.551019,40.346267,-112.551019,16020304,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",5962,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"UTAHGS-402311111251401",330,"UTAHGS","Utah Geological Survey","STORET","Wallsburg Spring","Spring",NA,"ACCEPT","Automatically accepted","UTAHGS-402311111251401","Wallsburg Spring","UT16020203-009_00","Main Creek-1","River/Stream","River / Stream","Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",1,1,1,0,40.386432,-111.421376,40.386432,-111.421376,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",5679,"ft",NA,NA,"Photogrammetric","NAVD88","US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
